entityId,canonicalName,category,currentImage,proposedUrl,author,license,licenseUrl,attribution,reviewDate,status,observations,resourceSha256,identityVerified,identityEvidenceUrl,licenseVerified,attributionVerified,rightsEvidenceUrl
world-cup:player:datahub:P-89392,James Rodríguez,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:player:datahub:P-99934,Robin van Persie,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:unresolved:45165be4be832f4e20627130,BEBETO,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:unresolved:51da3b95aec39f2590d8ab2a,RIVELLINO,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:unresolved:779d835f93bbb90f10a026dd,Sepp HUEGI,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:unresolved:95c5492cfd0a7c4d5cb7e641,Lothar MATTHAEUS,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:player:datahub:P-28911,Cody Gakpo,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:player:datahub:P-76842,Bukayo Saka,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:unresolved:45be8a5c12508ae6de2bdbd4,Ousmane DEMBELE,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:player:datahub:P-05728,Landon Donovan,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:player:datahub:P-08514,Fernando Morientes,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:player:datahub:P-08939,Michel Platini,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:player:datahub:P-11702,Valentin Ivanov,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:player:datahub:P-12940,Emilio Butragueño,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:player:datahub:P-16991,Johan Neeskens,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:player:datahub:P-18628,Pedro Cea,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:player:datahub:P-25745,Mario Mandžukić,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:player:datahub:P-29398,Gonzalo Higuaín,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:player:datahub:P-34802,Geoff Hurst,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:player:datahub:P-35246,Fernando Hierro,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:player:datahub:P-36287,Lukas Podolski,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:player:datahub:P-39460,Xherdan Shaqiri,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:player:datahub:P-42895,Henrik Larsson,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:player:datahub:P-44926,Tim Cahill,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:player:datahub:P-46574,Alessandro Altobelli,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:player:datahub:P-50534,Jon Dahl Tomasson,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:player:datahub:P-52271,Hans Krankl,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:player:datahub:P-56430,Zinedine Zidane,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:player:datahub:P-58080,Roger Milla,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:player:datahub:P-59138,Edinson Cavani,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:player:datahub:P-60371,Kennet Andersson,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:player:datahub:P-65885,Silvio Piola,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:player:datahub:P-67652,Gyula Zsengellér,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:player:datahub:P-69659,Marc Wilmots,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:player:datahub:P-71260,Tomáš Skuhravý,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:player:datahub:P-72864,Franz Beckenbauer,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:player:datahub:P-77851,Peter McParland,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:player:datahub:P-89750,Olivier Giroud,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:unresolved:0449d692ab7e1a825e80abb1,ROMÁRIO,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:unresolved:7ccbab3ad957ccef791ebb04,Juan SCHIAFFINO,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:unresolved:813b43fe61da20f1bc5bf085,GARRINCHA,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:unresolved:bbb0b5b15842af2a3f42072a,RAUL,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:unresolved:c07af124eb1998528f972580,ZICO,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:player:datahub:P-19776,Julián Álvarez,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:player:datahub:P-37935,Ismaïla Sarr,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:player:datahub:P-77743,Kai Havertz,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:unresolved:9322e955f2c936b84632bb73,Mikel OYARZABAL,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:player:datahub:P-01173,Nándor Hidegkuti,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:player:datahub:P-02464,Jorge Valdano,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:player:datahub:P-04739,René Houseman,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:player:datahub:P-08601,Bobby Charlton,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:player:datahub:P-12676,Ferenc Puskás,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:player:datahub:P-14764,Róbert Vittek,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:player:datahub:P-16302,Alcides Ghiggia,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:player:datahub:P-18672,Clint Dempsey,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:player:datahub:P-19591,Ahmed Musa,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:player:datahub:P-19888,Hernán Crespo,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:player:datahub:P-20173,Kurt Hamrin,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:player:datahub:P-21188,Flórián Albert,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:player:datahub:P-22224,Leonel Sánchez,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:player:datahub:P-22480,Joe Jordan,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:player:datahub:P-25456,Jan Ceulemans,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:player:datahub:P-26281,Tomas Brolin,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:player:datahub:P-26640,Leopoldo Luque,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:player:datahub:P-29548,Kazimierz Deyna,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:player:datahub:P-33175,Keisuke Honda,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:player:datahub:P-35873,Claudio Caniggia,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:player:datahub:P-36515,Javier Hernández,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:player:datahub:P-38721,Igor Chislenko,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:player:datahub:P-39251,Marcelo Salas,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:player:datahub:P-39318,Ralf Edström,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:player:datahub:P-43675,Denis Cheryshev,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:player:datahub:P-45941,Luis Hernández,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:player:datahub:P-48686,Paul Breitner,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:player:datahub:P-51130,Michael Owen,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:player:datahub:P-56703,Angelo Schiavio,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:player:datahub:P-61157,Daniel Bertoni,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:player:datahub:P-63429,Martin Dahlin,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:player:datahub:P-63738,Robert Ballaman,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:player:datahub:P-67713,Andreas Brehme,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:player:datahub:P-69340,Florin Răducioiu,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:player:datahub:P-71661,Fernando Torres,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:player:datahub:P-71720,Zdeněk Zikán,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:player:datahub:P-71954,Ottmar Walter,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:player:datahub:P-71973,Bert Patenaude,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:player:datahub:P-76066,Gino Colaussi,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:player:datahub:P-77348,Edmund Conen,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:player:datahub:P-82312,Agne Simonsson,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:player:datahub:P-82516,Ferenc Bene,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:player:datahub:P-84534,Oliver Bierhoff,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:player:datahub:P-85334,André Abegglen,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:player:datahub:P-90496,Carlos Borges,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:player:datahub:P-90908,Antoine Griezmann,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:player:datahub:P-94605,Raymond Kopa,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:player:datahub:P-99991,Dominique Rocheteau,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:unresolved:10b05c446ea776cdcae1ab10,MICHEL,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:unresolved:17e5cb09fb34779be0462264,Valeriy PORKUYAN,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:unresolved:54ba4ed2f978f32904288b89,ZARRA,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:unresolved:5a7e7a8a9bdc586be12dbd7a,CHICO,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:unresolved:601edd3363b99ff8b694d6a8,Preben ELKJAER LARSEN,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:unresolved:6e68b6cec93f0b5286199bbe,Drazen JERKOVIC,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:unresolved:710482eaa280e6b7e9ed9895,SOCRATES,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:unresolved:a88ddc2fe8a2bb3064ecb435,Ernest WILIMOWSKI,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:unresolved:b8475a70667bf9ae3783358d,Estanislao BASORA,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:unresolved:c4da27be19e4d4ec1dd9b863,PAULETA,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:unresolved:dd7a2784c752eb5cac4ebfce,Igor BELANOV,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:unresolved:ea5e8c135d7cd5d9378f7716,Anatoly BISHOVETS,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
world-cup:player:datahub:P-19075,Breel Embolo,world-cup-goals,monogram,,,,,,,needs_source,Pendiente de enlace y revisión manual del propietario.,,no,,no,no,
