"record_type","category_slug","editorial_status","entity_type","label_es","ranking_snapshot_id","ranking_snapshot_status","source_snapshot_id","source_key","source_rights_status","coverage_complete","coverage_compatible_with_label","rows_audited","snapshot_rows_total","unique_source_entities","unique_canonical_entities","rows_zero_or_negative","duplicate_canonical_entries","conflicting_identity_rows","playable_top200","visual_asset_status","anomaly_codes","rank","entity_id","source_entity_id","source_name","canonical_name","raw_value","score","tie_group","identity_status","playable","media_status","evidence_urls"
"top20","club-career-red-cards","provisional","player","Tarjetas rojas globales en clubes","rs_562b15ab2bb831b906846acb","draft","src_eec28a0333d474df7ca0e0e7","schochastics-football-data-incidents","review_required","false","false","","","","","","","","","","","5","football-data:player:ibrahimovic-z","football-data:player:ibrahimovic-z","Ibrahimovic Z.","Ibrahimovic Z.","8","5","4","canonical","false","fallback","https://github.com/schochastics/football-data; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/frankreich_ligue-1-2012-2013.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/italien_serie-a-2006-2007.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/italien_serie-a-2010-2011.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/italien_serie-a-2011-2012.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/italien_serie-a-2020-2021.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2009-2010.json"
"top20","club-career-red-cards","provisional","player","Tarjetas rojas globales en clubes","rs_562b15ab2bb831b906846acb","draft","src_eec28a0333d474df7ca0e0e7","schochastics-football-data-incidents","review_required","false","false","","","","","","","","","","","5","football-data:player:marquez-r","football-data:player:marquez-r","Marquez R.","Marquez R.","8","5","4","canonical","false","fallback","https://github.com/schochastics/football-data; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/italien_serie-a-2014-2015.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2003-2004.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2004-2005.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2005-2006.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2007-2008.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2008-2009.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2009-2010.json"
"top20","club-career-red-cards","provisional","player","Tarjetas rojas globales en clubes","rs_562b15ab2bb831b906846acb","draft","src_eec28a0333d474df7ca0e0e7","schochastics-football-data-incidents","review_required","false","false","","","","","","","","","","","12","bdfutbol:ligue-1:player:85a2706eb32cf612f7ea39ed","bdfutbol:ligue-1:player:85a2706eb32cf612f7ea39ed","Fallou Diagné","Fallou Diagné","7","12","5","canonical","true","licensed","https://github.com/schochastics/football-data; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/deutschland_bundesliga-2011-2012.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/deutschland_bundesliga-2012-2013.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/deutschland_bundesliga-2013-2014.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/frankreich_ligue-1-2014-2015.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/frankreich_ligue-1-2016-2017.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/frankreich_ligue-1-2017-2018.json"
"top20","club-career-red-cards","provisional","player","Tarjetas rojas globales en clubes","rs_562b15ab2bb831b906846acb","draft","src_eec28a0333d474df7ca0e0e7","schochastics-football-data-incidents","review_required","false","false","","","","","","","","","","","12","bdfutbol:serie-a:player:f95f13f09304bf70c15c6d39","bdfutbol:serie-a:player:f95f13f09304bf70c15c6d39","Giampiero Pinzi","Giampiero Pinzi","7","12","5","canonical","true","licensed","https://github.com/schochastics/football-data; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/italien_serie-a-2003-2004.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/italien_serie-a-2004-2005.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/italien_serie-a-2005-2006.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/italien_serie-a-2007-2008.json"
"top20","club-career-red-cards","provisional","player","Tarjetas rojas globales en clubes","rs_562b15ab2bb831b906846acb","draft","src_eec28a0333d474df7ca0e0e7","schochastics-football-data-incidents","review_required","false","false","","","","","","","","","","","12","football-data:player:amorebieta-f","football-data:player:amorebieta-f","Amorebieta F.","Amorebieta F.","7","12","5","canonical","false","fallback","https://github.com/schochastics/football-data; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/england_premier-league-2013-2014.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2006-2007.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2007-2008.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2008-2009.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2009-2010.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2010-2011.json"
"top20","club-career-red-cards","provisional","player","Tarjetas rojas globales en clubes","rs_562b15ab2bb831b906846acb","draft","src_eec28a0333d474df7ca0e0e7","schochastics-football-data-incidents","review_required","false","false","","","","","","","","","","","12","football-data:player:duda","football-data:player:duda","Duda","Duda","7","12","5","canonical","false","fallback","https://github.com/schochastics/football-data; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2005-2006.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2006-2007.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2009-2010.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2013-2014.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2014-2015.json"
"top20","club-career-red-cards","provisional","player","Tarjetas rojas globales en clubes","rs_562b15ab2bb831b906846acb","draft","src_eec28a0333d474df7ca0e0e7","schochastics-football-data-incidents","review_required","false","false","","","","","","","","","","","12","football-data:player:gasperini-g","football-data:player:gasperini-g","Gasperini G.","Gasperini G.","7","12","5","canonical","false","fallback","https://github.com/schochastics/football-data; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/italien_serie-a-2019-2020.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/italien_serie-a-2020-2021.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/italien_serie-a-2021-2022.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/italien_serie-a-2022-2023.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/italien_serie-a-2024-2025.json"
"top20","club-career-red-cards","provisional","player","Tarjetas rojas globales en clubes","rs_562b15ab2bb831b906846acb","draft","src_eec28a0333d474df7ca0e0e7","schochastics-football-data-incidents","review_required","false","false","","","","","","","","","","","12","football-data:player:marcelo","football-data:player:marcelo","Marcelo","Marcelo","7","12","5","canonical","false","fallback","https://github.com/schochastics/football-data; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/deutschland_bundesliga-2013-2014.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/frankreich_ligue-1-2017-2018.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/frankreich_ligue-1-2020-2021.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/portugal_liga-portugal-2016-2017.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/portugal_liga-portugal-2017-2018.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2008-2009.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2017-2018.json"
"top20","club-career-red-cards","provisional","player","Tarjetas rojas globales en clubes","rs_562b15ab2bb831b906846acb","draft","src_eec28a0333d474df7ca0e0e7","schochastics-football-data-incidents","review_required","false","false","","","","","","","","","","","12","football-data:player:ocio-a","football-data:player:ocio-a","Ocio A.","Ocio A.","7","12","5","canonical","false","fallback","https://github.com/schochastics/football-data; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2006-2007.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2007-2008.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2008-2009.json"
"top20","club-career-red-cards","provisional","player","Tarjetas rojas globales en clubes","rs_562b15ab2bb831b906846acb","draft","src_eec28a0333d474df7ca0e0e7","schochastics-football-data-incidents","review_required","false","false","","","","","","","","","","","12","pl:player:2522","pl:player:2522","Cristiano Ronaldo","Cristiano Ronaldo","7","12","5","canonical","true","licensed","https://github.com/schochastics/football-data; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/england_premier-league-2003-2004.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/england_premier-league-2005-2006.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/england_premier-league-2007-2008.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/england_premier-league-2008-2009.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2009-2010.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2013-2014.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2014-2015.json"
